Turartu_TRIUR3_17279-P1	ba4d5e4a9d406e22fbeb3f6f857b2b5d	1196	SUPERFAMILY	SSF52058		482	866	1.33E-25	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	SUPERFAMILY	SSF56112		58	288	4.43E-45	T	31-05-2017	IPR011009	Protein kinase-like domain
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	SUPERFAMILY	SSF52058		820	1217	1.84E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	ProSiteProfiles	PS50011	Protein kinase domain profile.	15	295	23.255	T	31-05-2017	IPR000719	Protein kinase domain
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	SUPERFAMILY	SSF52540		556	754	6.5E-27	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	Pfam	PF00931	NB-ARC domain	731	783	6.4E-7	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	Pfam	PF00931	NB-ARC domain	575	716	5.4E-15	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	Pfam	PF00069	Protein kinase domain	98	286	9.5E-31	T	31-05-2017	IPR000719	Protein kinase domain
Atauschii_EMT14745	e90ac0cb62b6e1994b0547a8f33dfefd	1494	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	151	163	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Taestivum_TRIAE_CS42_2AL_TGACv1_095805_AA0314680.5	7478b9a9204f1d92eba85ae876708cb4	1300	Pfam	PF00931	NB-ARC domain	182	444	4.1E-43	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_2AL_TGACv1_095805_AA0314680.5	7478b9a9204f1d92eba85ae876708cb4	1300	Pfam	PF05633	Protein of unknown function (DUF793)	1191	1279	3.4E-30	T	31-05-2017	IPR008511	Protein BYPASS-related
Taestivum_TRIAE_CS42_2AL_TGACv1_095805_AA0314680.5	7478b9a9204f1d92eba85ae876708cb4	1300	Pfam	PF05633	Protein of unknown function (DUF793)	932	1189	4.7E-76	T	31-05-2017	IPR008511	Protein BYPASS-related
Taestivum_TRIAE_CS42_2AL_TGACv1_095805_AA0314680.5	7478b9a9204f1d92eba85ae876708cb4	1300	SUPERFAMILY	SSF52058		483	872	2.55E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_2AL_TGACv1_095805_AA0314680.5	7478b9a9204f1d92eba85ae876708cb4	1300	SUPERFAMILY	SSF52540		167	418	2.85E-47	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_AK369350	24115accebbd42cf04ebae913075705e	1096	SUPERFAMILY	SSF52058		499	885	4.42E-22	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_AK369350	24115accebbd42cf04ebae913075705e	1096	ProSiteProfiles	PS51437	CG-1 DNA-binding domain profile.	949	1075	73.108	T	31-05-2017	IPR005559	CG-1 DNA-binding domain
Hvulgare_AK369350	24115accebbd42cf04ebae913075705e	1096	SUPERFAMILY	SSF52540		165	434	2.4E-44	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_AK369350	24115accebbd42cf04ebae913075705e	1096	Pfam	PF00931	NB-ARC domain	181	461	1.5E-41	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_AK369350	24115accebbd42cf04ebae913075705e	1096	Pfam	PF03859	CG-1 domain	955	1068	2.8E-44	T	31-05-2017	IPR005559	CG-1 DNA-binding domain
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	ProSiteProfiles	PS50811	WRKY domain profile.	1326	1389	22.114	T	31-05-2017	IPR003657	WRKY domain
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	Pfam	PF03106	WRKY DNA -binding domain	1332	1391	4.9E-25	T	31-05-2017	IPR003657	WRKY domain
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	Pfam	PF03106	WRKY DNA -binding domain	1209	1276	3.3E-17	T	31-05-2017	IPR003657	WRKY domain
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	SUPERFAMILY	SSF52540		334	586	4.03E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	SUPERFAMILY	SSF52058		651	1016	3.23E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	Pfam	PF00931	NB-ARC domain	351	612	3.7E-46	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	ProSiteProfiles	PS50811	WRKY domain profile.	1203	1274	16.283	T	31-05-2017	IPR003657	WRKY domain
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	SUPERFAMILY	SSF118290		1202	1277	1.7E-18	T	31-05-2017	IPR003657	WRKY domain
Atauschii_EMT00560	e54b41e19c340973df75c18802d17dfe	1515	SUPERFAMILY	SSF118290		1324	1392	2.88E-23	T	31-05-2017	IPR003657	WRKY domain
Sitalica_Si027260m	add628eb1aabe28a449248fdc8334d73	787	SUPERFAMILY	SSF52058		503	786	8.16E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Sitalica_Si027260m	add628eb1aabe28a449248fdc8334d73	787	Pfam	PF00931	NB-ARC domain	159	437	1.3E-52	T	31-05-2017	IPR002182	NB-ARC
Sitalica_Si027260m	add628eb1aabe28a449248fdc8334d73	787	SUPERFAMILY	SSF52540		140	410	1.38E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_6BL_TGACv1_501509_AA1618260.1	f97aa696025e45774510c02892ceba77	325	SUPERFAMILY	SSF52540		11	259	2.52E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_6BL_TGACv1_501509_AA1618260.1	f97aa696025e45774510c02892ceba77	325	Pfam	PF00931	NB-ARC domain	13	284	8.5E-48	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	8768a0abe84ecb87a731a12fed637b52	1216	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	1152	1182	8.993	T	31-05-2017	IPR001841	Zinc finger, RING-type
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	8768a0abe84ecb87a731a12fed637b52	1216	Pfam	PF13639	Ring finger domain	1151	1186	1.1E-9	T	31-05-2017	IPR001841	Zinc finger, RING-type
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	8768a0abe84ecb87a731a12fed637b52	1216	SUPERFAMILY	SSF57850		1151	1188	5.01E-13	T	31-05-2017
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	8768a0abe84ecb87a731a12fed637b52	1216	Pfam	PF00931	NB-ARC domain	232	510	2.5E-51	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	8768a0abe84ecb87a731a12fed637b52	1216	SUPERFAMILY	SSF52058		549	935	1.41E-19	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7AS_TGACv1_569126_AA1808020.5	8768a0abe84ecb87a731a12fed637b52	1216	SUPERFAMILY	SSF52540		225	484	1.51E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_37321.1	b38dd25b4963ae6d37c6620893143300	432	Pfam	PF00931	NB-ARC domain	172	430	1.7E-49	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_37321.1	b38dd25b4963ae6d37c6620893143300	432	SUPERFAMILY	SSF52540		154	423	3.12E-53	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1128	1229	13.987	T	31-05-2017	IPR003340	B3 DNA binding domain
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	SUPERFAMILY	SSF52540		285	564	1.24E-55	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	SUPERFAMILY	SSF52047		683	981	7.85E-17	T	31-05-2017
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	SUPERFAMILY	SSF52047		544	566	7.85E-17	T	31-05-2017
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	Pfam	PF00931	NB-ARC domain	319	592	6.5E-51	T	31-05-2017	IPR002182	NB-ARC
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	SUPERFAMILY	SSF101936		1126	1221	1.83E-25	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Atauschii_EMT29641	6f837b07f50bd35a36cc366c9364a097	1248	Pfam	PF02362	B3 DNA binding domain	1128	1218	1.7E-23	T	31-05-2017	IPR003340	B3 DNA binding domain
Taestivum_TRIAE_CS42_7BL_TGACv1_577571_AA1878800.2	178c3c3f87ce84a2e9793e4182254e1e	1331	SUPERFAMILY	SSF52540		202	472	1.96E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7BL_TGACv1_577571_AA1878800.2	178c3c3f87ce84a2e9793e4182254e1e	1331	SUPERFAMILY	SSF52058		538	911	5.78E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7BL_TGACv1_577571_AA1878800.2	178c3c3f87ce84a2e9793e4182254e1e	1331	Pfam	PF00931	NB-ARC domain	223	498	3.6E-52	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7BL_TGACv1_577571_AA1878800.2	178c3c3f87ce84a2e9793e4182254e1e	1331	SUPERFAMILY	SSF56112		1053	1302	2.05E-22	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	Pfam	PF01344	Kelch motif	1157	1203	6.0E-11	T	31-05-2017	IPR006652	Kelch repeat type 1
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	Pfam	PF01344	Kelch motif	1206	1251	4.4E-5	T	31-05-2017	IPR006652	Kelch repeat type 1
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	SUPERFAMILY	SSF52058		551	927	1.39E-11	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	Pfam	PF00931	NB-ARC domain	247	526	1.5E-49	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	SUPERFAMILY	SSF52540		242	499	2.44E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	SUPERFAMILY	SSF117281		1093	1340	5.62E-43	T	31-05-2017
Taestivum_TRIAE_CS42_7DS_TGACv1_621384_AA2013690.1	b388fd9e1c6a94c3abc5d991e0f7615c	1369	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	633	654	-	T	31-05-2017	IPR007087	Zinc finger, C2H2
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	Pfam	PF00931	NB-ARC domain	174	468	1.5E-50	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	Pfam	PF00931	NB-ARC domain	1180	1451	1.2E-42	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	SUPERFAMILY	SSF52058		1484	1896	3.74E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	SUPERFAMILY	SSF52047		1818	2142	7.69E-17	T	31-05-2017
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	SUPERFAMILY	SSF52058		505	759	4.42E-10	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	SUPERFAMILY	SSF52540		173	442	7.61E-50	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	Coils	Coil		119	146	-	T	31-05-2017
Taestivum_TRIAE_CS42_3B_TGACv1_220660_AA0714400.1	5b52748112093fb4ffa690bc6d9091a9	2153	SUPERFAMILY	SSF52540		1129	1424	6.14E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_06598-P1	56f443c7356be8acc94bde9ad3520c00	1337	SUPERFAMILY	SSF52540		260	556	3.5E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Turartu_TRIUR3_06598-P1	56f443c7356be8acc94bde9ad3520c00	1337	SUPERFAMILY	SSF101936		1157	1248	1.96E-28	T	31-05-2017	IPR015300	DNA-binding pseudobarrel domain
Turartu_TRIUR3_06598-P1	56f443c7356be8acc94bde9ad3520c00	1337	Pfam	PF02362	B3 DNA binding domain	1160	1246	2.6E-25	T	31-05-2017	IPR003340	B3 DNA binding domain
Turartu_TRIUR3_06598-P1	56f443c7356be8acc94bde9ad3520c00	1337	SUPERFAMILY	SSF52058		626	1002	1.26E-18	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Turartu_TRIUR3_06598-P1	56f443c7356be8acc94bde9ad3520c00	1337	ProSiteProfiles	PS50863	B3 DNA-binding domain profile.	1160	1265	13.86	T	31-05-2017	IPR003340	B3 DNA binding domain
Turartu_TRIUR3_06598-P1	56f443c7356be8acc94bde9ad3520c00	1337	Pfam	PF00931	NB-ARC domain	291	583	1.2E-45	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_67608.3	1dde28e8179e1366299219ba27d2ab75	1124	SUPERFAMILY	SSF52058		539	600	4.08E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_67608.3	1dde28e8179e1366299219ba27d2ab75	1124	SUPERFAMILY	SSF52058		636	945	4.08E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_67608.3	1dde28e8179e1366299219ba27d2ab75	1124	Pfam	PF06943	LSD1 zinc finger	1093	1117	4.8E-9	T	31-05-2017	IPR005735	Zinc finger, LSD1-type
Hvulgare_MLOC_67608.3	1dde28e8179e1366299219ba27d2ab75	1124	SUPERFAMILY	SSF52540		171	447	2.7E-48	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_67608.3	1dde28e8179e1366299219ba27d2ab75	1124	Pfam	PF00931	NB-ARC domain	178	472	4.9E-47	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	SUPERFAMILY	SSF52540		96	364	6.69E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	Pfam	PF00481	Protein phosphatase 2C	954	1230	6.4E-34	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	ProSitePatterns	PS01032	PPM-type phosphatase domain signature.	961	969	-	T	31-05-2017	IPR000222	PPM-type phosphatase, divalent cation binding
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	Pfam	PF00931	NB-ARC domain	107	390	3.9E-49	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	ProSiteProfiles	PS51746	PPM-type phosphatase domain profile.	934	1261	39.906	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	SUPERFAMILY	SSF81606		937	1088	1.28E-49	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	SUPERFAMILY	SSF81606		1132	1262	1.28E-49	T	31-05-2017	IPR001932	PPM-type phosphatase domain
Hvulgare_MLOC_64296.4	79143399cb31d0bfb414e367e4398acd	1292	SUPERFAMILY	SSF52058		449	762	5.1E-16	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_12653.2	97b877f5b43fd4480887691ff3aa356c	1544	Pfam	PF00931	NB-ARC domain	137	375	8.7E-36	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_12653.2	97b877f5b43fd4480887691ff3aa356c	1544	Pfam	PF00931	NB-ARC domain	403	457	1.4E-5	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_12653.2	97b877f5b43fd4480887691ff3aa356c	1544	SUPERFAMILY	SSF52540		136	354	1.24E-38	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_12653.2	97b877f5b43fd4480887691ff3aa356c	1544	SUPERFAMILY	SSF52058		497	813	2.89E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_12653.2	97b877f5b43fd4480887691ff3aa356c	1544	SUPERFAMILY	SSF74788		1214	1543	1.88E-29	T	31-05-2017	IPR016159	Cullin repeat-like-containing domain
Hvulgare_MLOC_12653.2	97b877f5b43fd4480887691ff3aa356c	1544	Pfam	PF03081	Exo70 exocyst complex subunit	1223	1538	4.1E-27	T	31-05-2017	IPR004140	Exocyst complex component Exo70
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	Pfam	PF00931	NB-ARC domain	358	637	3.5E-52	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	SUPERFAMILY	SSF52833		24	119	7.06E-10	T	31-05-2017	IPR012336	Thioredoxin-like fold
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	SUPERFAMILY	SSF117281		1199	1455	2.35E-52	T	31-05-2017
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	ProSiteProfiles	PS51354	Glutaredoxin domain profile.	12	122	13.178	T	31-05-2017	IPR002109	Glutaredoxin
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	Pfam	PF01344	Kelch motif	1283	1326	6.8E-12	T	31-05-2017	IPR006652	Kelch repeat type 1
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	Pfam	PF01344	Kelch motif	1328	1375	3.7E-7	T	31-05-2017	IPR006652	Kelch repeat type 1
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	SUPERFAMILY	SSF52058		675	1031	1.7E-12	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_AK369963	7d8b53cfdcffc87c74acac529d01b68f	1487	SUPERFAMILY	SSF52540		353	610	1.82E-51	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_57007.2	7733cae4a0ef7cc70f8eed6c18f6783e	1236	SUPERFAMILY	SSF52540		191	457	9.59E-58	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_57007.2	7733cae4a0ef7cc70f8eed6c18f6783e	1236	Pfam	PF00931	NB-ARC domain	200	482	1.1E-49	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_MLOC_57007.2	7733cae4a0ef7cc70f8eed6c18f6783e	1236	SUPERFAMILY	SSF52058		504	873	2.55E-21	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_10360.2	8aa397e001551b0e0f94323d993fb778	872	SUPERFAMILY	SSF52540		173	443	9.24E-58	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_MLOC_10360.2	8aa397e001551b0e0f94323d993fb778	872	SUPERFAMILY	SSF52058		508	830	1.07E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_MLOC_10360.2	8aa397e001551b0e0f94323d993fb778	872	Pfam	PF00931	NB-ARC domain	189	469	1.8E-59	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	ProSiteProfiles	PS50011	Protein kinase domain profile.	1130	1388	51.905	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1136	1159	-	T	31-05-2017	IPR017441	Protein kinase, ATP binding site
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	Coils	Coil		37	57	-	T	31-05-2017
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1251	1263	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	Pfam	PF00931	NB-ARC domain	179	460	3.1E-52	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	SUPERFAMILY	SSF52058		498	889	2.04E-20	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	SUPERFAMILY	SSF56112		1116	1401	1.91E-85	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	Pfam	PF00069	Protein kinase domain	1131	1388	1.2E-70	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_4DS_TGACv1_361039_AA1159500.1	6955ca1c54b8369e6ec6029411cecf91	1509	SUPERFAMILY	SSF52540		167	433	5.27E-49	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	Pfam	PF00931	NB-ARC domain	393	672	2.2E-51	T	31-05-2017	IPR002182	NB-ARC
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	SUPERFAMILY	SSF117281		1232	1496	1.31E-47	T	31-05-2017
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	SUPERFAMILY	SSF52540		388	645	2.99E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	ProSiteProfiles	PS51354	Glutaredoxin domain profile.	13	119	13.579	T	31-05-2017	IPR002109	Glutaredoxin
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	SUPERFAMILY	SSF52833		23	115	6.2E-11	T	31-05-2017	IPR012336	Thioredoxin-like fold
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	Pfam	PF01344	Kelch motif	1312	1359	2.3E-14	T	31-05-2017	IPR006652	Kelch repeat type 1
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	Pfam	PF01344	Kelch motif	1361	1409	1.6E-6	T	31-05-2017	IPR006652	Kelch repeat type 1
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	SUPERFAMILY	SSF52058		696	1065	2.55E-9	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Hvulgare_AK370605	6e83c4ee06467f5ab511cf1d2875fc9e	1527	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	779	800	-	T	31-05-2017	IPR007087	Zinc finger, C2H2
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	SUPERFAMILY	SSF52540		190	462	2.43E-52	T	31-05-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	SUPERFAMILY	SSF56112		1173	1437	2.56E-73	T	31-05-2017	IPR011009	Protein kinase-like domain
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	Pfam	PF00069	Protein kinase domain	1178	1431	5.2E-60	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1295	1307	-	T	31-05-2017	IPR008271	Serine/threonine-protein kinase, active site
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	Pfam	PF00931	NB-ARC domain	211	488	2.9E-53	T	31-05-2017	IPR002182	NB-ARC
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	SUPERFAMILY	SSF52058		527	903	3.23E-15	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
Taestivum_TRIAE_CS42_6BS_TGACv1_513382_AA1639520.1	ae3a3e9dfe47c64af152b05fb40eb423	1456	ProSiteProfiles	PS50011	Protein kinase domain profile.	1177	1431	43.043	T	31-05-2017	IPR000719	Protein kinase domain
Taestivum_TRIAE_CS42_2AS_TGACv1_114810_AA0369470.1	2a2799530f8244ef7ea9d1e07c2c65c4	1017	SUPERFAMILY	SSF52058		449	761	2.11E-13	T	31-05-2017	IPR032675	Leucine-rich repeat domain, L domain-like
